,Detector Type,Descriptor Type,Matcher Type,Selector Type,ttcLidar,ttcCamera
0,FAST,BRISK,MAT_BF,SEL_NN,12.6142,-625.31
1,FAST,BRISK,MAT_BF,SEL_NN,14.091,-0.686391
2,FAST,BRISK,MAT_BF,SEL_NN,16.6894,-14.3717
3,FAST,BRISK,MAT_BF,SEL_NN,15.7465,-36.4424
4,FAST,BRISK,MAT_BF,SEL_NN,12.7835,-0.536231
5,FAST,BRISK,MAT_BF,SEL_NN,11.9844,-9.80103
6,FAST,BRISK,MAT_BF,SEL_NN,13.1241,-1.05721
7,FAST,BRISK,MAT_BF,SEL_NN,13.0241,-1.20359
8,FAST,BRISK,MAT_BF,SEL_NN,11.1746,-39.7114
9,FAST,BRISK,MAT_BF,SEL_NN,12.8086,-113.652
10,FAST,BRISK,MAT_BF,SEL_NN,8.95978,-11.7726
11,FAST,BRISK,MAT_BF,SEL_NN,9.96439,-225.31
12,FAST,BRISK,MAT_BF,SEL_NN,9.59863,-1.07179
13,FAST,BRISK,MAT_BF,SEL_NN,8.52157,-2.4456599999999997
14,FAST,BRISK,MAT_BF,SEL_NN,9.51552,-133.282
15,FAST,BRISK,MAT_BF,SEL_NN,9.61241,25.4466
16,FAST,BRISK,MAT_BF,SEL_NN,8.3988,-114.59
0,SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.6142,14.3372
1,SIFT,BRIEF,MAT_FLANN,SEL_KNN,14.091,15.0801
2,SIFT,BRIEF,MAT_FLANN,SEL_KNN,16.6894,21.4355
3,SIFT,BRIEF,MAT_FLANN,SEL_KNN,15.7465,13.5967
4,SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.7835,12.5584
5,SIFT,BRIEF,MAT_FLANN,SEL_KNN,11.9844,14.5816
6,SIFT,BRIEF,MAT_FLANN,SEL_KNN,13.1241,15.4797
7,SIFT,BRIEF,MAT_FLANN,SEL_KNN,13.0241,13.167
8,SIFT,BRIEF,MAT_FLANN,SEL_KNN,11.1746,10.3097
9,SIFT,BRIEF,MAT_FLANN,SEL_KNN,12.8086,13.0457
10,SIFT,BRIEF,MAT_FLANN,SEL_KNN,8.95978,9.87036
11,SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.96439,9.99456
12,SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.59863,9.2679
13,SIFT,BRIEF,MAT_FLANN,SEL_KNN,8.52157,9.99457
14,SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.51552,9.069230000000001
15,SIFT,BRIEF,MAT_FLANN,SEL_KNN,9.61241,8.94618
16,SIFT,BRIEF,MAT_FLANN,SEL_KNN,8.3988,9.232569999999999
0,FAST,BRISK,MAT_FLANN,SEL_NN,12.6142,-12.1029
1,FAST,BRISK,MAT_FLANN,SEL_NN,14.091,-0.8504790000000001
2,FAST,BRISK,MAT_FLANN,SEL_NN,16.6894,-22.2341
3,FAST,BRISK,MAT_FLANN,SEL_NN,15.7465,-11.8152
4,FAST,BRISK,MAT_FLANN,SEL_NN,12.7835,-0.531104
5,FAST,BRISK,MAT_FLANN,SEL_NN,11.9844,-2.07715
6,FAST,BRISK,MAT_FLANN,SEL_NN,13.1241,-1.25928
7,FAST,BRISK,MAT_FLANN,SEL_NN,13.0241,-0.92909
8,FAST,BRISK,MAT_FLANN,SEL_NN,11.1746,-10.6158
9,FAST,BRISK,MAT_FLANN,SEL_NN,12.8086,-5.8122
10,FAST,BRISK,MAT_FLANN,SEL_NN,8.95978,-38.7024
11,FAST,BRISK,MAT_FLANN,SEL_NN,9.96439,-77.8812
12,FAST,BRISK,MAT_FLANN,SEL_NN,9.59863,-1.15547
13,FAST,BRISK,MAT_FLANN,SEL_NN,8.52157,-6.52974
14,FAST,BRISK,MAT_FLANN,SEL_NN,9.51552,-1.7892400000000002
15,FAST,BRISK,MAT_FLANN,SEL_NN,9.61241,-inf
16,FAST,BRISK,MAT_FLANN,SEL_NN,8.3988,-inf
0,ORB,BRIEF,MAT_BF,SEL_NN,12.6142,22.035999999999998
1,ORB,BRIEF,MAT_BF,SEL_NN,14.091,82.7744
2,ORB,BRIEF,MAT_BF,SEL_NN,16.6894,25.369
3,ORB,BRIEF,MAT_BF,SEL_NN,15.7465,-inf
4,ORB,BRIEF,MAT_BF,SEL_NN,12.7835,21.1448
5,ORB,BRIEF,MAT_BF,SEL_NN,11.9844,-inf
6,ORB,BRIEF,MAT_BF,SEL_NN,13.1241,55.2338
7,ORB,BRIEF,MAT_BF,SEL_NN,13.0241,13.2757
8,ORB,BRIEF,MAT_BF,SEL_NN,11.1746,10.8056
9,ORB,BRIEF,MAT_BF,SEL_NN,12.8086,12.5439
10,ORB,BRIEF,MAT_BF,SEL_NN,8.95978,19.3317
11,ORB,BRIEF,MAT_BF,SEL_NN,9.96439,10.4454
12,ORB,BRIEF,MAT_BF,SEL_NN,9.59863,9.52983
13,ORB,BRIEF,MAT_BF,SEL_NN,8.52157,10.0577
14,ORB,BRIEF,MAT_BF,SEL_NN,9.51552,13.5694
15,ORB,BRIEF,MAT_BF,SEL_NN,9.61241,18.7859
16,ORB,BRIEF,MAT_BF,SEL_NN,8.3988,13.2439
0,ORB,BRISK,MAT_FLANN,SEL_KNN,12.6142,12.9679
1,ORB,BRISK,MAT_FLANN,SEL_KNN,15.7465,77.2579
2,ORB,BRISK,MAT_FLANN,SEL_KNN,12.7835,11.8929
3,ORB,BRISK,MAT_FLANN,SEL_KNN,11.9844,16.7346
4,ORB,BRISK,MAT_FLANN,SEL_KNN,13.0241,13.1285
5,ORB,BRISK,MAT_FLANN,SEL_KNN,11.1746,19.472
6,ORB,BRISK,MAT_FLANN,SEL_KNN,12.8086,8.25953
7,ORB,BRISK,MAT_FLANN,SEL_KNN,8.95978,-inf
8,ORB,BRISK,MAT_FLANN,SEL_KNN,9.96439,9.47182
9,ORB,BRISK,MAT_FLANN,SEL_KNN,9.59863,9.58532
10,ORB,BRISK,MAT_FLANN,SEL_KNN,8.52157,8.72363
11,ORB,BRISK,MAT_FLANN,SEL_KNN,9.61241,12.4886
12,ORB,BRISK,MAT_FLANN,SEL_KNN,8.3988,25.6678
0,SIFT,SIFT,MAT_BF,SEL_KNN,12.6142,12.5655
1,SIFT,SIFT,MAT_BF,SEL_KNN,14.091,13.1739
2,SIFT,SIFT,MAT_BF,SEL_KNN,16.6894,19.6445
3,SIFT,SIFT,MAT_BF,SEL_KNN,15.7465,15.2698
4,SIFT,SIFT,MAT_BF,SEL_KNN,12.7835,11.1131
5,SIFT,SIFT,MAT_BF,SEL_KNN,11.9844,13.9096
6,SIFT,SIFT,MAT_BF,SEL_KNN,13.1241,15.6277
7,SIFT,SIFT,MAT_BF,SEL_KNN,13.0241,15.0391
8,SIFT,SIFT,MAT_BF,SEL_KNN,11.1746,10.5698
9,SIFT,SIFT,MAT_BF,SEL_KNN,12.8086,11.7091
10,SIFT,SIFT,MAT_BF,SEL_KNN,8.95978,11.6299
11,SIFT,SIFT,MAT_BF,SEL_KNN,9.96439,9.248280000000001
12,SIFT,SIFT,MAT_BF,SEL_KNN,9.59863,10.644
13,SIFT,SIFT,MAT_BF,SEL_KNN,8.52157,10.4393
14,SIFT,SIFT,MAT_BF,SEL_KNN,9.51552,9.57995
15,SIFT,SIFT,MAT_BF,SEL_KNN,9.61241,8.88504
16,SIFT,SIFT,MAT_BF,SEL_KNN,8.3988,9.01264
0,BRISK,SIFT,MAT_FLANN,SEL_NN,12.6142,23.8015
1,BRISK,SIFT,MAT_FLANN,SEL_NN,14.091,30.4256
2,BRISK,SIFT,MAT_FLANN,SEL_NN,16.6894,44.6885
3,BRISK,SIFT,MAT_FLANN,SEL_NN,15.7465,-78.4701
4,BRISK,SIFT,MAT_FLANN,SEL_NN,12.7835,36.2501
5,BRISK,SIFT,MAT_FLANN,SEL_NN,11.9844,24.359
6,BRISK,SIFT,MAT_FLANN,SEL_NN,13.1241,-486.791
7,BRISK,SIFT,MAT_FLANN,SEL_NN,13.0241,15.206
8,BRISK,SIFT,MAT_FLANN,SEL_NN,11.1746,22.2695
9,BRISK,SIFT,MAT_FLANN,SEL_NN,12.8086,15.7346
10,BRISK,SIFT,MAT_FLANN,SEL_NN,8.95978,13.6235
11,BRISK,SIFT,MAT_FLANN,SEL_NN,9.96439,14.5979
12,BRISK,SIFT,MAT_FLANN,SEL_NN,9.59863,14.7713
13,BRISK,SIFT,MAT_FLANN,SEL_NN,8.52157,15.9427
14,BRISK,SIFT,MAT_FLANN,SEL_NN,9.51552,12.5246
15,BRISK,SIFT,MAT_FLANN,SEL_NN,9.61241,14.5907
16,BRISK,SIFT,MAT_FLANN,SEL_NN,8.3988,15.2556
0,FAST,BRIEF,MAT_BF,SEL_KNN,12.6142,11.7583
1,FAST,BRIEF,MAT_BF,SEL_KNN,14.091,13.955
2,FAST,BRIEF,MAT_BF,SEL_KNN,16.6894,13.1371
3,FAST,BRIEF,MAT_BF,SEL_KNN,15.7465,14.8298
4,FAST,BRIEF,MAT_BF,SEL_KNN,12.7835,13.5942
5,FAST,BRIEF,MAT_BF,SEL_KNN,11.9844,13.2774
6,FAST,BRIEF,MAT_BF,SEL_KNN,13.1241,12.7751
7,FAST,BRIEF,MAT_BF,SEL_KNN,13.0241,12.8008
8,FAST,BRIEF,MAT_BF,SEL_KNN,11.1746,13.0092
9,FAST,BRIEF,MAT_BF,SEL_KNN,12.8086,11.8734
10,FAST,BRIEF,MAT_BF,SEL_KNN,8.95978,11.5256
11,FAST,BRIEF,MAT_BF,SEL_KNN,9.96439,11.7066
12,FAST,BRIEF,MAT_BF,SEL_KNN,9.59863,10.6452
