,Detector Type,Descriptor Type,Matcher Type,Selector Type,ttcLidar,ttcCamera
6,BRISK,BRISK,MAT_FLANN,SEL_KNN,13.1241,16.0991
7,BRISK,BRISK,MAT_FLANN,SEL_KNN,13.0241,14.5039
8,BRISK,BRISK,MAT_FLANN,SEL_KNN,11.1746,13.9297
9,BRISK,BRISK,MAT_FLANN,SEL_KNN,12.8086,13.2621
10,BRISK,BRISK,MAT_FLANN,SEL_KNN,8.95978,11.3539
11,BRISK,BRISK,MAT_FLANN,SEL_KNN,9.96439,11.9867
12,BRISK,BRISK,MAT_FLANN,SEL_KNN,9.59863,12.3693
13,BRISK,BRISK,MAT_FLANN,SEL_KNN,8.52157,12.2908
14,BRISK,BRISK,MAT_FLANN,SEL_KNN,9.51552,11.405
15,BRISK,BRISK,MAT_FLANN,SEL_KNN,9.61241,9.20252
16,BRISK,BRISK,MAT_FLANN,SEL_KNN,8.3988,10.6963
0,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,12.5156,14.1113
1,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,12.6142,12.7566
2,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,14.091,11.6934
3,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,16.6894,13.33
4,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,15.7465,12.4072
5,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,12.7835,12.4764
6,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,11.9844,12.6032
7,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,13.1241,12.1376
8,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,13.0241,12.0
9,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,11.1746,13.456
10,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,12.8086,12.1076
11,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,8.95978,12.0542
12,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,9.96439,11.6575
13,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,9.59863,11.0575
14,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,8.52157,12.5287
15,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,9.51552,11.1439
16,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,9.61241,10.7884
17,SHITOMASI,SIFT,MAT_FLANN,SEL_KNN,8.3988,9.119660000000001
0,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,12.6142,13.3275
1,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,14.091,13.2474
2,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,16.6894,13.0851
3,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,15.7465,13.5599
4,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,12.7835,13.5266
5,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,11.9844,12.9
6,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,13.1241,13.7279
7,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,13.0241,11.8904
8,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,11.1746,13.3762
9,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,12.8086,11.8507
10,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,8.95978,11.8135
11,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,9.96439,12.0367
12,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,9.59863,11.342
13,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,8.52157,9.16244
14,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,9.51552,10.4612
15,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,9.61241,11.6225
16,SHITOMASI,BRISK,MAT_FLANN,SEL_KNN,8.3988,9.64049
0,SIFT,SIFT,MAT_FLANN,SEL_KNN,12.6142,12.6526
1,SIFT,SIFT,MAT_FLANN,SEL_KNN,14.091,13.1739
2,SIFT,SIFT,MAT_FLANN,SEL_KNN,16.6894,20.4452
3,SIFT,SIFT,MAT_FLANN,SEL_KNN,15.7465,15.0466
4,SIFT,SIFT,MAT_FLANN,SEL_KNN,12.7835,11.1509
5,SIFT,SIFT,MAT_FLANN,SEL_KNN,11.9844,14.4016
6,SIFT,SIFT,MAT_FLANN,SEL_KNN,13.1241,15.7467
7,SIFT,SIFT,MAT_FLANN,SEL_KNN,13.0241,14.4625
8,SIFT,SIFT,MAT_FLANN,SEL_KNN,11.1746,10.7065
9,SIFT,SIFT,MAT_FLANN,SEL_KNN,12.8086,12.0594
10,SIFT,SIFT,MAT_FLANN,SEL_KNN,8.95978,11.3523
11,SIFT,SIFT,MAT_FLANN,SEL_KNN,9.96439,9.66342
12,SIFT,SIFT,MAT_FLANN,SEL_KNN,9.59863,10.6617
13,SIFT,SIFT,MAT_FLANN,SEL_KNN,8.52157,10.4393
14,SIFT,SIFT,MAT_FLANN,SEL_KNN,9.51552,9.74405
15,SIFT,SIFT,MAT_FLANN,SEL_KNN,9.61241,8.86875
16,SIFT,SIFT,MAT_FLANN,SEL_KNN,8.3988,8.96005
0,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,12.6142,14.3689
1,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,14.091,12.9095
2,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,16.6894,14.5112
3,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,15.7465,16.6795
4,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,12.7835,13.8544
5,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,11.9844,15.3462
6,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,13.1241,14.1378
7,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,13.0241,13.864
8,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,11.1746,11.5569
9,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,12.8086,12.1341
10,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,8.95978,11.0555
11,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,9.96439,11.2852
12,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,9.59863,10.5845
13,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,8.52157,10.2172
14,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,9.51552,9.954419999999999
15,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,9.61241,9.13667
16,AKAZE,AKAZE,MAT_FLANN,SEL_KNN,8.3988,8.974110000000001
0,FAST,BRIEF,MAT_FLANN,SEL_KNN,12.5156,11.7503
1,FAST,BRIEF,MAT_FLANN,SEL_KNN,12.6142,11.7077
2,FAST,BRIEF,MAT_FLANN,SEL_KNN,14.091,13.955
3,FAST,BRIEF,MAT_FLANN,SEL_KNN,16.6894,13.2296
4,FAST,BRIEF,MAT_FLANN,SEL_KNN,15.7465,14.8298
5,FAST,BRIEF,MAT_FLANN,SEL_KNN,12.7835,13.5942
6,FAST,BRIEF,MAT_FLANN,SEL_KNN,11.9844,13.1789
7,FAST,BRIEF,MAT_FLANN,SEL_KNN,13.1241,12.6953
8,FAST,BRIEF,MAT_FLANN,SEL_KNN,13.0241,12.8008
9,FAST,BRIEF,MAT_FLANN,SEL_KNN,11.1746,13.0166
10,FAST,BRIEF,MAT_FLANN,SEL_KNN,12.8086,11.8507
11,FAST,BRIEF,MAT_FLANN,SEL_KNN,8.95978,11.5256
12,FAST,BRIEF,MAT_FLANN,SEL_KNN,9.96439,11.7066
13,FAST,BRIEF,MAT_FLANN,SEL_KNN,9.59863,10.6452
14,FAST,BRIEF,MAT_FLANN,SEL_KNN,8.52157,11.5312
15,FAST,BRIEF,MAT_FLANN,SEL_KNN,9.51552,10.323
16,FAST,BRIEF,MAT_FLANN,SEL_KNN,9.61241,9.89452
17,FAST,BRIEF,MAT_FLANN,SEL_KNN,8.3988,11.5081
0,SIFT,FREAK,MAT_BF,SEL_KNN,12.6142,13.8342
1,SIFT,FREAK,MAT_BF,SEL_KNN,14.091,13.6135
2,SIFT,FREAK,MAT_BF,SEL_KNN,16.6894,21.1682
3,SIFT,FREAK,MAT_BF,SEL_KNN,15.7465,13.5635
4,SIFT,FREAK,MAT_BF,SEL_KNN,12.7835,12.2446
5,SIFT,FREAK,MAT_BF,SEL_KNN,11.9844,14.8159
6,SIFT,FREAK,MAT_BF,SEL_KNN,13.1241,15.2357
7,SIFT,FREAK,MAT_BF,SEL_KNN,13.0241,14.389000000000001
8,SIFT,FREAK,MAT_BF,SEL_KNN,11.1746,11.572000000000001
9,SIFT,FREAK,MAT_BF,SEL_KNN,12.8086,12.0829
10,SIFT,FREAK,MAT_BF,SEL_KNN,8.95978,10.0929
11,SIFT,FREAK,MAT_BF,SEL_KNN,9.96439,10.312000000000001
12,SIFT,FREAK,MAT_BF,SEL_KNN,9.59863,9.89671
13,SIFT,FREAK,MAT_BF,SEL_KNN,8.52157,9.19678
14,SIFT,FREAK,MAT_BF,SEL_KNN,9.51552,9.50356
15,SIFT,FREAK,MAT_BF,SEL_KNN,9.61241,9.18097
16,SIFT,FREAK,MAT_BF,SEL_KNN,8.3988,9.932260000000001
0,FAST,ORB,MAT_FLANN,SEL_KNN,12.5156,11.342
1,FAST,ORB,MAT_FLANN,SEL_KNN,12.6142,12.4368
2,FAST,ORB,MAT_FLANN,SEL_KNN,14.091,12.2277
3,FAST,ORB,MAT_FLANN,SEL_KNN,16.6894,12.6846
4,FAST,ORB,MAT_FLANN,SEL_KNN,15.7465,13.2618
5,FAST,ORB,MAT_FLANN,SEL_KNN,12.7835,12.5572
6,FAST,ORB,MAT_FLANN,SEL_KNN,11.9844,13.8434
7,FAST,ORB,MAT_FLANN,SEL_KNN,13.1241,13.0456
8,FAST,ORB,MAT_FLANN,SEL_KNN,13.0241,12.3288
9,FAST,ORB,MAT_FLANN,SEL_KNN,11.1746,13.011
10,FAST,ORB,MAT_FLANN,SEL_KNN,12.8086,11.9072
11,FAST,ORB,MAT_FLANN,SEL_KNN,8.95978,11.2972
12,FAST,ORB,MAT_FLANN,SEL_KNN,9.96439,11.7216
13,FAST,ORB,MAT_FLANN,SEL_KNN,9.59863,10.7766
14,FAST,ORB,MAT_FLANN,SEL_KNN,8.52157,10.5467
15,FAST,ORB,MAT_FLANN,SEL_KNN,9.51552,10.1523
16,FAST,ORB,MAT_FLANN,SEL_KNN,9.61241,9.255339999999999
17,FAST,ORB,MAT_FLANN,SEL_KNN,8.3988,11.3881
0,BRISK,SIFT,MAT_FLANN,SEL_KNN,12.5156,12.9389
1,BRISK,SIFT,MAT_FLANN,SEL_KNN,12.6142,16.0856
2,BRISK,SIFT,MAT_FLANN,SEL_KNN,14.091,17.2877
3,BRISK,SIFT,MAT_FLANN,SEL_KNN,16.6894,14.444
4,BRISK,SIFT,MAT_FLANN,SEL_KNN,15.7465,29.6187
5,BRISK,SIFT,MAT_FLANN,SEL_KNN,12.7835,14.8626
6,BRISK,SIFT,MAT_FLANN,SEL_KNN,11.9844,14.5988
7,BRISK,SIFT,MAT_FLANN,SEL_KNN,13.1241,15.3987
8,BRISK,SIFT,MAT_FLANN,SEL_KNN,13.0241,17.0622
9,BRISK,SIFT,MAT_FLANN,SEL_KNN,11.1746,13.8388
10,BRISK,SIFT,MAT_FLANN,SEL_KNN,12.8086,14.9097
11,BRISK,SIFT,MAT_FLANN,SEL_KNN,8.95978,11.6513
12,BRISK,SIFT,MAT_FLANN,SEL_KNN,9.96439,13.2237
13,BRISK,SIFT,MAT_FLANN,SEL_KNN,9.59863,10.2134
14,BRISK,SIFT,MAT_FLANN,SEL_KNN,8.52157,15.0422
15,BRISK,SIFT,MAT_FLANN,SEL_KNN,9.51552,11.1467
16,BRISK,SIFT,MAT_FLANN,SEL_KNN,9.61241,9.8098
17,BRISK,SIFT,MAT_FLANN,SEL_KNN,8.3988,12.3655
0,BRISK,BRISK,MAT_BF,SEL_KNN,12.6142,21.5276
1,BRISK,BRISK,MAT_BF,SEL_KNN,14.091,12.625
2,BRISK,BRISK,MAT_BF,SEL_KNN,16.6894,15.2037
3,BRISK,BRISK,MAT_BF,SEL_KNN,15.7465,27.6679
4,BRISK,BRISK,MAT_BF,SEL_KNN,12.7835,18.3114
5,BRISK,BRISK,MAT_BF,SEL_KNN,11.9844,17.1427
6,BRISK,BRISK,MAT_BF,SEL_KNN,13.1241,16.0991
7,BRISK,BRISK,MAT_BF,SEL_KNN,13.0241,14.800999999999998
8,BRISK,BRISK,MAT_BF,SEL_KNN,11.1746,13.9297
9,BRISK,BRISK,MAT_BF,SEL_KNN,12.8086,13.1359
10,BRISK,BRISK,MAT_BF,SEL_KNN,8.95978,11.3409
11,BRISK,BRISK,MAT_BF,SEL_KNN,9.96439,11.8565
12,BRISK,BRISK,MAT_BF,SEL_KNN,9.59863,12.4013
13,BRISK,BRISK,MAT_BF,SEL_KNN,8.52157,12.7089
14,BRISK,BRISK,MAT_BF,SEL_KNN,9.51552,11.503
15,BRISK,BRISK,MAT_BF,SEL_KNN,9.61241,9.29379
16,BRISK,BRISK,MAT_BF,SEL_KNN,8.3988,10.7753
0,SHITOMASI,ORB,MAT_BF,SEL_KNN,12.6142,12.6968
1,SHITOMASI,ORB,MAT_BF,SEL_KNN,14.091,11.99
2,SHITOMASI,ORB,MAT_BF,SEL_KNN,16.6894,12.5517
3,SHITOMASI,ORB,MAT_BF,SEL_KNN,15.7465,12.1886
4,SHITOMASI,ORB,MAT_BF,SEL_KNN,12.7835,13.7364
5,SHITOMASI,ORB,MAT_BF,SEL_KNN,11.9844,11.9941
6,SHITOMASI,ORB,MAT_BF,SEL_KNN,13.1241,12.5093
7,SHITOMASI,ORB,MAT_BF,SEL_KNN,13.0241,11.3469
8,SHITOMASI,ORB,MAT_BF,SEL_KNN,11.1746,13.3149
9,SHITOMASI,ORB,MAT_BF,SEL_KNN,12.8086,11.3246
10,SHITOMASI,ORB,MAT_BF,SEL_KNN,8.95978,11.5372
11,SHITOMASI,ORB,MAT_BF,SEL_KNN,9.96439,12.3111
12,SHITOMASI,ORB,MAT_BF,SEL_KNN,9.59863,11.3471
13,SHITOMASI,ORB,MAT_BF,SEL_KNN,8.52157,10.4584
14,SHITOMASI,ORB,MAT_BF,SEL_KNN,9.51552,10.8903
15,SHITOMASI,ORB,MAT_BF,SEL_KNN,9.61241,10.7263
16,SHITOMASI,ORB,MAT_BF,SEL_KNN,8.3988,8.08727
0,SIFT,FREAK,MAT_FLANN,SEL_KNN,12.6142,13.616
1,SIFT,FREAK,MAT_FLANN,SEL_KNN,14.091,13.5201
2,SIFT,FREAK,MAT_FLANN,SEL_KNN,16.6894,21.1682
3,SIFT,FREAK,MAT_FLANN,SEL_KNN,15.7465,13.5635
4,SIFT,FREAK,MAT_FLANN,SEL_KNN,12.7835,12.2446
5,SIFT,FREAK,MAT_FLANN,SEL_KNN,11.9844,14.8159
6,SIFT,FREAK,MAT_FLANN,SEL_KNN,13.1241,15.2357
7,SIFT,FREAK,MAT_FLANN,SEL_KNN,13.0241,14.389000000000001
8,SIFT,FREAK,MAT_FLANN,SEL_KNN,11.1746,11.572000000000001
9,SIFT,FREAK,MAT_FLANN,SEL_KNN,12.8086,12.0829
10,SIFT,FREAK,MAT_FLANN,SEL_KNN,8.95978,10.0929
11,SIFT,FREAK,MAT_FLANN,SEL_KNN,9.96439,10.312000000000001
12,SIFT,FREAK,MAT_FLANN,SEL_KNN,9.59863,9.89671
13,SIFT,FREAK,MAT_FLANN,SEL_KNN,8.52157,9.19678
14,SIFT,FREAK,MAT_FLANN,SEL_KNN,9.51552,9.50356
15,SIFT,FREAK,MAT_FLANN,SEL_KNN,9.61241,9.18097
16,SIFT,FREAK,MAT_FLANN,SEL_KNN,8.3988,9.932260000000001
0,ORB,SIFT,MAT_FLANN,SEL_NN,12.6142,13.0953
1,ORB,SIFT,MAT_FLANN,SEL_NN,14.091,24.1686
2,ORB,SIFT,MAT_FLANN,SEL_NN,16.6894,-inf
3,ORB,SIFT,MAT_FLANN,SEL_NN,15.7465,24.4933
4,ORB,SIFT,MAT_FLANN,SEL_NN,12.7835,71.9201
5,ORB,SIFT,MAT_FLANN,SEL_NN,11.9844,13.7831
6,ORB,SIFT,MAT_FLANN,SEL_NN,13.1241,10.196
7,ORB,SIFT,MAT_FLANN,SEL_NN,13.0241,12.9284
8,ORB,SIFT,MAT_FLANN,SEL_NN,11.1746,16.7855
9,ORB,SIFT,MAT_FLANN,SEL_NN,12.8086,9.20223
10,ORB,SIFT,MAT_FLANN,SEL_NN,8.95978,-inf
11,ORB,SIFT,MAT_FLANN,SEL_NN,9.96439,39.4533
12,ORB,SIFT,MAT_FLANN,SEL_NN,9.59863,519.592
13,ORB,SIFT,MAT_FLANN,SEL_NN,8.52157,-inf
14,ORB,SIFT,MAT_FLANN,SEL_NN,9.61241,25.5645
15,ORB,SIFT,MAT_FLANN,SEL_NN,8.3988,17.0851
0,SHITOMASI,FREAK,MAT_BF,SEL_NN,12.6142,-1.92935
1,SHITOMASI,FREAK,MAT_BF,SEL_NN,14.091,31.5217
2,SHITOMASI,FREAK,MAT_BF,SEL_NN,16.6894,-inf
3,SHITOMASI,FREAK,MAT_BF,SEL_NN,15.7465,294.29400000000004
4,SHITOMASI,FREAK,MAT_BF,SEL_NN,12.7835,-inf
5,SHITOMASI,FREAK,MAT_BF,SEL_NN,11.9844,-inf
6,SHITOMASI,FREAK,MAT_BF,SEL_NN,13.1241,-inf
7,SHITOMASI,FREAK,MAT_BF,SEL_NN,13.0241,-inf
8,SHITOMASI,FREAK,MAT_BF,SEL_NN,11.1746,-10.1637
9,SHITOMASI,FREAK,MAT_BF,SEL_NN,12.8086,13.7312
10,SHITOMASI,FREAK,MAT_BF,SEL_NN,8.95978,-1.28216
11,SHITOMASI,FREAK,MAT_BF,SEL_NN,9.96439,15.2312
12,SHITOMASI,FREAK,MAT_BF,SEL_NN,9.59863,54.8363
13,SHITOMASI,FREAK,MAT_BF,SEL_NN,8.52157,-1.22774
14,SHITOMASI,FREAK,MAT_BF,SEL_NN,9.51552,14.9962
15,SHITOMASI,FREAK,MAT_BF,SEL_NN,9.61241,14.6962
16,SHITOMASI,FREAK,MAT_BF,SEL_NN,8.3988,11.5062
0,FAST,BRISK,MAT_FLANN,SEL_KNN,12.6142,12.3534
1,FAST,BRISK,MAT_FLANN,SEL_KNN,14.091,12.2073
2,FAST,BRISK,MAT_FLANN,SEL_KNN,16.6894,12.7
3,FAST,BRISK,MAT_FLANN,SEL_KNN,15.7465,13.7785
4,FAST,BRISK,MAT_FLANN,SEL_KNN,12.7835,12.3315
5,FAST,BRISK,MAT_FLANN,SEL_KNN,11.9844,12.915
6,FAST,BRISK,MAT_FLANN,SEL_KNN,13.1241,12.161
7,FAST,BRISK,MAT_FLANN,SEL_KNN,13.0241,12.4101
8,FAST,BRISK,MAT_FLANN,SEL_KNN,11.1746,14.0151
9,FAST,BRISK,MAT_FLANN,SEL_KNN,12.8086,12.0998
10,FAST,BRISK,MAT_FLANN,SEL_KNN,8.95978,12.5595
11,FAST,BRISK,MAT_FLANN,SEL_KNN,9.96439,11.6909
12,FAST,BRISK,MAT_FLANN,SEL_KNN,9.59863,11.5016
13,FAST,BRISK,MAT_FLANN,SEL_KNN,8.52157,11.1409
14,FAST,BRISK,MAT_FLANN,SEL_KNN,9.51552,11.1409
15,FAST,BRISK,MAT_FLANN,SEL_KNN,9.61241,10.5263
16,FAST,BRISK,MAT_FLANN,SEL_KNN,8.3988,11.7575
0,AKAZE,AKAZE,MAT_FLANN,SEL_NN,12.6142,19.8185
1,AKAZE,AKAZE,MAT_FLANN,SEL_NN,14.091,14.9025
2,AKAZE,AKAZE,MAT_FLANN,SEL_NN,16.6894,22.7056
3,AKAZE,AKAZE,MAT_FLANN,SEL_NN,15.7465,21.105999999999998
4,AKAZE,AKAZE,MAT_FLANN,SEL_NN,12.7835,13.4992
5,AKAZE,AKAZE,MAT_FLANN,SEL_NN,11.9844,16.6061
6,AKAZE,AKAZE,MAT_FLANN,SEL_NN,13.1241,16.7428
7,AKAZE,AKAZE,MAT_FLANN,SEL_NN,13.0241,15.3227
8,AKAZE,AKAZE,MAT_FLANN,SEL_NN,11.1746,13.2389
9,AKAZE,AKAZE,MAT_FLANN,SEL_NN,12.8086,13.4755
10,AKAZE,AKAZE,MAT_FLANN,SEL_NN,8.95978,21.6827
11,AKAZE,AKAZE,MAT_FLANN,SEL_NN,9.96439,13.1039
12,AKAZE,AKAZE,MAT_FLANN,SEL_NN,9.59863,11.3418
13,AKAZE,AKAZE,MAT_FLANN,SEL_NN,8.52157,17.3782
14,AKAZE,AKAZE,MAT_FLANN,SEL_NN,9.51552,14.1236
15,AKAZE,AKAZE,MAT_FLANN,SEL_NN,9.61241,10.9989
16,AKAZE,AKAZE,MAT_FLANN,SEL_NN,8.3988,10.5076
0,SIFT,BRIEF,MAT_BF,SEL_NN,12.6142,19.3543
1,SIFT,BRIEF,MAT_BF,SEL_NN,14.091,19.7102
2,SIFT,BRIEF,MAT_BF,SEL_NN,16.6894,28.824
3,SIFT,BRIEF,MAT_BF,SEL_NN,15.7465,17.1653
4,SIFT,BRIEF,MAT_BF,SEL_NN,12.7835,16.4935
5,SIFT,BRIEF,MAT_BF,SEL_NN,11.9844,16.9266
6,SIFT,BRIEF,MAT_BF,SEL_NN,13.1241,23.9333
7,SIFT,BRIEF,MAT_BF,SEL_NN,13.0241,14.6838
8,SIFT,BRIEF,MAT_BF,SEL_NN,11.1746,11.034
9,SIFT,BRIEF,MAT_BF,SEL_NN,12.8086,14.0309
10,SIFT,BRIEF,MAT_BF,SEL_NN,8.95978,10.6742
11,SIFT,BRIEF,MAT_BF,SEL_NN,9.96439,9.703510000000001
12,SIFT,BRIEF,MAT_BF,SEL_NN,9.59863,11.3389
13,SIFT,BRIEF,MAT_BF,SEL_NN,8.52157,9.435080000000001
14,SIFT,BRIEF,MAT_BF,SEL_NN,9.51552,9.2283
15,SIFT,BRIEF,MAT_BF,SEL_NN,9.61241,8.39126
16,SIFT,BRIEF,MAT_BF,SEL_NN,8.3988,10.0599
0,ORB,SIFT,MAT_BF,SEL_KNN,12.6142,10.546
1,ORB,SIFT,MAT_BF,SEL_KNN,15.7465,167.62900000000002
2,ORB,SIFT,MAT_BF,SEL_KNN,12.7835,23.3305
3,ORB,SIFT,MAT_BF,SEL_KNN,11.9844,-inf
4,ORB,SIFT,MAT_BF,SEL_KNN,13.1241,10.4477
5,ORB,SIFT,MAT_BF,SEL_KNN,13.0241,13.9168
6,ORB,SIFT,MAT_BF,SEL_KNN,11.1746,12.7391
7,ORB,SIFT,MAT_BF,SEL_KNN,12.8086,10.1214
8,ORB,SIFT,MAT_BF,SEL_KNN,8.95978,-inf
9,ORB,SIFT,MAT_BF,SEL_KNN,9.96439,7.87863
10,ORB,SIFT,MAT_BF,SEL_KNN,9.59863,18.4901
11,ORB,SIFT,MAT_BF,SEL_KNN,8.52157,16.5521
12,ORB,SIFT,MAT_BF,SEL_KNN,8.3988,11.2833
0,SIFT,BRIEF,MAT_BF,SEL_KNN,12.6142,14.2387
1,SIFT,BRIEF,MAT_BF,SEL_KNN,14.091,15.0801
2,SIFT,BRIEF,MAT_BF,SEL_KNN,16.6894,21.4355
3,SIFT,BRIEF,MAT_BF,SEL_KNN,15.7465,13.5967
4,SIFT,BRIEF,MAT_BF,SEL_KNN,12.7835,12.5584
5,SIFT,BRIEF,MAT_BF,SEL_KNN,11.9844,14.5816
6,SIFT,BRIEF,MAT_BF,SEL_KNN,13.1241,15.2572
7,SIFT,BRIEF,MAT_BF,SEL_KNN,13.0241,13.0451
8,SIFT,BRIEF,MAT_BF,SEL_KNN,11.1746,10.3097
9,SIFT,BRIEF,MAT_BF,SEL_KNN,12.8086,13.0457
10,SIFT,BRIEF,MAT_BF,SEL_KNN,8.95978,9.87036
11,SIFT,BRIEF,MAT_BF,SEL_KNN,9.96439,10.1399
12,SIFT,BRIEF,MAT_BF,SEL_KNN,9.59863,9.2679
13,SIFT,BRIEF,MAT_BF,SEL_KNN,8.52157,9.99598
14,SIFT,BRIEF,MAT_BF,SEL_KNN,9.51552,9.069230000000001
15,SIFT,BRIEF,MAT_BF,SEL_KNN,9.61241,8.94618
16,SIFT,BRIEF,MAT_BF,SEL_KNN,8.3988,9.232569999999999
0,FAST,FREAK,MAT_BF,SEL_NN,12.6142,-10.0666
1,FAST,FREAK,MAT_BF,SEL_NN,14.091,-212.67700000000002
2,FAST,FREAK,MAT_BF,SEL_NN,16.6894,-11.5727
3,FAST,FREAK,MAT_BF,SEL_NN,15.7465,67.9662
4,FAST,FREAK,MAT_BF,SEL_NN,12.7835,-9.03085
5,FAST,FREAK,MAT_BF,SEL_NN,11.9844,-5.41384
6,FAST,FREAK,MAT_BF,SEL_NN,13.1241,-12.4271
7,FAST,FREAK,MAT_BF,SEL_NN,13.0241,-inf
8,FAST,FREAK,MAT_BF,SEL_NN,11.1746,-inf
9,FAST,FREAK,MAT_BF,SEL_NN,12.8086,-19.0633
10,FAST,FREAK,MAT_BF,SEL_NN,8.95978,-inf
11,FAST,FREAK,MAT_BF,SEL_NN,9.96439,212.797
12,FAST,FREAK,MAT_BF,SEL_NN,9.59863,17.1137
13,FAST,FREAK,MAT_BF,SEL_NN,8.52157,14.3528
14,FAST,FREAK,MAT_BF,SEL_NN,9.51552,37.762
15,FAST,FREAK,MAT_BF,SEL_NN,9.61241,17.4649
16,FAST,FREAK,MAT_BF,SEL_NN,8.3988,-342.967
0,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,12.6142,13.8102
1,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,14.091,11.7319
2,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,16.6894,13.6007
3,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,15.7465,12.3
4,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,12.7835,13.2703
5,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,11.9844,21.3557
6,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,13.1241,12.5199
7,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,13.0241,11.6077
8,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,11.1746,13.6717
9,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,12.8086,11.7805
10,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,8.95978,11.6083
11,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,9.96439,11.7545
12,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,9.59863,11.6524
13,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,8.52157,11.2953
14,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,9.51552,11.2036
15,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,9.61241,11.1869
16,SHITOMASI,BRIEF,MAT_FLANN,SEL_KNN,8.3988,7.96939
0,BRISK,BRIEF,MAT_FLANN,SEL_KNN,12.6142,17.0882
1,BRISK,BRIEF,MAT_FLANN,SEL_KNN,14.091,11.6672
2,BRISK,BRIEF,MAT_FLANN,SEL_KNN,16.6894,20.5725
3,BRISK,BRIEF,MAT_FLANN,SEL_KNN,15.7465,19.7052
4,BRISK,BRIEF,MAT_FLANN,SEL_KNN,12.7835,17.5642
5,BRISK,BRIEF,MAT_FLANN,SEL_KNN,11.9844,15.5883
6,BRISK,BRIEF,MAT_FLANN,SEL_KNN,13.1241,18.7451
7,BRISK,BRIEF,MAT_FLANN,SEL_KNN,13.0241,15.4645
8,BRISK,BRIEF,MAT_FLANN,SEL_KNN,11.1746,11.4853
